Customer_ID,Acquisition_Channel,Ad_Spend,Cart_Value,Checkout_Completed,Days_As_Customer,LTV_Estimate
CUS-006995,TikTok,2.52,48.11,False,133,0.0
CUS-006996,Google Search,11.73,111.69,True,404,362.37
CUS-006997,TikTok,4.49,93.17,True,122,156.32
CUS-006998,TikTok,3.02,85.57,False,131,0.0
CUS-006999,Instagram,9.97,53.22,False,126,0.0
CUS-007000,TikTok,4.2,39.81,True,726,200.38
CUS-007001,Google Search,12.61,95.89,True,26,109.74
CUS-007002,Instagram,3.11,84.33,False,65,0.0
CUS-007003,TikTok,5.28,51.38,False,271,0.0
CUS-007004,Google Search,11.3,94.74,True,309,257.38
CUS-007005,Google Search,11.42,,True,743,
CUS-007006,TikTok,0.65,89.01,True,46,111.76
CUS-007007,Instagram,3.72,70.7,False,95,0.0
CUS-007008,Google Search,8.78,93.62,True,245,221.05
CUS-007009,Google Search,12.71,127.31,True,104,200.87
CUS-007010,Instagram,12.43,85.17,True,28,98.42
CUS-007011,Google Search,16.64,118.09,True,76,167.95
CUS-007012,Instagram,3.05,94.63,True,95,144.57
CUS-007013,TikTok,3.71,40.42,False,578,0.0
CUS-007014,Google Search,2.59,95.23,False,298,0.0
CUS-007015,Google Search,10.37,61.95,True,148,112.89
CUS-007016,Google Search,3.45,103.33,True,31,121.13
CUS-007017,TikTok,7.86,49.11,True,83,71.76
CUS-007018,Google Search,,108.36,True,487,401.53
CUS-007019,Google Search,13.32,10.58,True,391,33.56
CUS-007020,TikTok,4.53,60.26,True,326,169.4
CUS-007021,Google Search,4.72,52.13,True,89,77.91
CUS-007022,Google Search,9.83,101.37,True,24,114.89
CUS-007023,Instagram,4.59,43.39,True,141,77.38
CUS-007024,TikTok,4.0,47.96,False,0,0.0
CUS-007025,Google Search,11.34,80.12,True,224,179.82
CUS-007026,Instagram,5.53,112.26,False,564,0.0
CUS-007027,Instagram,9.29,57.71,True,86,85.28
CUS-007028,Google Search,4.16,52.33,True,277,132.86
CUS-007029,Google Search,11.44,113.31,True,23,127.79
CUS-007030,TikTok,1.31,33.45,False,379,0.0
CUS-007031,Instagram,17.34,85.7,False,92,0.0
CUS-007032,Google Search,7.33,96.99,True,56,127.16
CUS-007033,Google Search,21.72,116.25,True,194,241.54
CUS-007034,Instagram,7.71,72.5,True,108,116.0
CUS-007035,Google Search,11.53,166.24,True,131,287.23
CUS-007036,TikTok,2.53,25.38,False,316,0.0
CUS-007037,Google Search,5.58,54.4,True,453,191.31
CUS-007038,Google Search,14.44,158.58,False,172,0.0
CUS-007039,TikTok,2.81,38.22,False,68,0.0
CUS-007040,Instagram,2.08,66.67,True,29,77.41
CUS-007041,Instagram,6.68,,True,566,
CUS-007042,TikTok,3.78,56.97,False,300,0.0
CUS-007043,TikTok,1.36,93.06,True,144,167.51
CUS-007044,Google Search,13.41,94.45,True,62,126.98
CUS-007045,Google Search,14.77,63.16,True,35,75.44
CUS-007046,Google Search,11.04,57.76,True,37,69.63
CUS-007047,Google Search,12.08,96.6,True,804,528.08
CUS-007048,Google Search,21.1,108.86,True,536,433.02
CUS-007049,Google Search,4.13,79.1,False,301,0.0
CUS-007050,Instagram,6.25,89.66,True,708,442.32
CUS-007051,Instagram,12.51,22.2,True,18,24.42
CUS-007052,TikTok,1.82,76.09,True,17,83.28
CUS-007053,Google Search,17.41,67.73,True,512,260.38
CUS-007054,Instagram,6.59,57.75,False,49,0.0
CUS-007055,TikTok,3.58,11.3,False,58,0.0
CUS-007056,Google Search,10.25,93.96,False,35,0.0
CUS-007057,Instagram,3.3,120.01,False,34,0.0
CUS-007058,TikTok,2.31,55.12,False,432,0.0
CUS-007059,Google Search,24.21,138.33,True,81,200.58
CUS-007060,Instagram,10.86,79.84,False,85,0.0
CUS-007061,Instagram,4.46,73.68,False,99,0.0
CUS-007062,Google Search,12.38,50.71,False,110,0.0
CUS-007063,Instagram,3.83,60.5,True,8,63.19
CUS-007064,TikTok,2.03,46.0,False,172,0.0
CUS-007065,TikTok,4.64,52.71,True,11,55.93
CUS-007066,Instagram,16.36,82.09,True,143,147.31
CUS-007067,Google Search,22.79,71.48,True,15,77.44
CUS-007068,Instagram,10.52,,False,86,0.0
CUS-007069,Instagram,2.64,96.13,True,173,188.52
CUS-007070,Instagram,9.26,91.44,True,176,180.85
CUS-007071,Instagram,2.41,69.82,False,119,0.0
CUS-007072,Instagram,5.34,110.26,False,63,0.0
CUS-007073,Google Search,14.25,43.88,True,68,60.46
CUS-007074,Instagram,2.92,74.02,True,100,115.14
CUS-007075,Google Search,3.32,39.35,False,128,0.0
CUS-007076,Instagram,8.67,88.9,True,324,248.92
CUS-007077,Google Search,5.54,132.98,True,200,280.74
CUS-007078,Google Search,2.82,55.86,False,122,0.0
CUS-007079,TikTok,3.5,54.98,True,52,70.86
CUS-007080,Google Search,16.19,51.25,True,432,174.25
CUS-007081,Instagram,10.03,54.73,False,775,0.0
CUS-007082,Instagram,8.19,85.57,True,378,265.27
CUS-007083,TikTok,4.13,32.2,True,30,37.57
CUS-007084,TikTok,4.34,46.8,True,130,80.6
CUS-007085,TikTok,3.45,29.61,False,1,0.0
CUS-007086,TikTok,4.88,56.66,True,49,72.08
CUS-007087,Google Search,10.98,131.84,True,216,290.05
CUS-007088,TikTok,4.15,65.4,True,247,155.14
CUS-007089,Google Search,3.73,68.48,False,7,0.0
CUS-007090,TikTok,1.31,23.99,False,99,0.0
CUS-007091,Instagram,1.9,64.74,False,439,0.0
CUS-007092,Instagram,6.61,64.45,False,117,0.0
CUS-007093,TikTok,3.21,110.68,False,17,0.0
CUS-007094,TikTok,1.44,62.83,False,9,0.0
CUS-007095,Google Search,18.72,125.28,True,63,169.13
CUS-007096,Instagram,6.91,51.54,True,160,97.35
CUS-007097,TikTok,3.77,66.98,True,171,130.61
CUS-007098,Instagram,4.93,55.73,False,159,0.0
CUS-007099,Google Search,17.57,114.98,True,198,241.46
CUS-007100,TikTok,4.9,34.16,True,57,44.98
CUS-007101,Google Search,18.16,87.94,False,14,0.0
CUS-007102,Instagram,8.05,75.29,True,17,82.4
CUS-007103,Google Search,13.55,121.68,True,295,321.1
CUS-007104,Google Search,12.44,,True,369,
CUS-007105,TikTok,0.84,57.58,True,3,58.54
CUS-007106,TikTok,1.89,55.55,False,94,0.0
CUS-007107,Google Search,7.22,92.82,False,97,0.0
CUS-007108,Instagram,13.33,26.93,True,30,31.42
CUS-007109,Google Search,21.25,138.48,True,127,236.19
CUS-007110,Google Search,19.34,121.06,True,82,176.21
CUS-007111,TikTok,4.98,68.35,False,206,0.0
CUS-007112,Instagram,9.79,74.75,True,639,340.11
CUS-007113,Instagram,1.38,91.33,True,46,114.67
CUS-007114,Google Search,5.6,76.79,True,204,163.82
CUS-007115,TikTok,1.69,69.34,True,166,133.29
CUS-007116,TikTok,1.24,61.41,False,28,0.0
CUS-007117,Instagram,12.09,53.94,False,47,0.0
CUS-007118,Google Search,3.07,112.77,True,118,186.7
CUS-007119,Instagram,6.21,61.46,True,25,70.0
CUS-007120,Google Search,9.83,94.19,True,302,252.22
CUS-007121,TikTok,5.15,24.79,True,20,27.54
CUS-007122,Instagram,9.43,104.54,True,41,128.35
CUS-007123,TikTok,0.68,73.09,True,213,159.58
CUS-007124,Instagram,8.67,58.72,False,377,0.0
CUS-007125,Google Search,11.2,42.31,False,174,0.0
CUS-007126,Google Search,19.68,135.47,True,67,185.89
CUS-007127,TikTok,4.01,64.78,True,460,230.33
CUS-007128,Google Search,17.76,139.58,True,70,193.86
CUS-007129,TikTok,2.6,5.0,True,664,23.44
CUS-007130,Google Search,5.81,85.99,False,53,0.0
CUS-007131,TikTok,7.14,,False,7,0.0
CUS-007132,TikTok,3.39,,True,326,
CUS-007133,TikTok,2.3,27.29,False,96,0.0
CUS-007134,Google Search,3.97,99.89,False,73,0.0
CUS-007135,Google Search,26.74,164.36,True,79,236.5
CUS-007136,TikTok,7.1,64.98,True,50,83.03
CUS-007137,Instagram,7.83,31.05,True,51,39.85
CUS-007138,Instagram,2.97,82.46,True,87,122.32
CUS-007139,Instagram,9.93,50.42,True,212,109.8
CUS-007140,TikTok,5.96,32.77,False,47,0.0
CUS-007141,Google Search,12.64,66.26,True,213,144.67
CUS-007142,TikTok,2.04,66.42,False,192,0.0
CUS-007143,Google Search,,112.1,True,101,175.0
CUS-007144,Instagram,3.14,111.45,False,71,0.0
CUS-007145,Google Search,11.7,120.94,True,89,180.74
CUS-007146,Google Search,26.8,78.71,False,868,0.0
CUS-007147,Google Search,2.68,73.81,True,127,125.89
CUS-007148,TikTok,2.67,60.13,True,289,156.67
CUS-007149,Instagram,8.37,53.65,True,379,166.61
CUS-007150,TikTok,,24.18,True,662,113.11
CUS-007151,Instagram,1.64,94.96,True,301,253.75
CUS-007152,Google Search,,110.28,False,223,0.0
CUS-007153,Instagram,6.87,83.65,True,472,303.0
CUS-007154,Google Search,12.68,53.23,True,170,103.5
CUS-007155,TikTok,1.89,42.33,True,56,55.5
CUS-007156,TikTok,6.74,77.77,True,24,88.14
CUS-007157,TikTok,3.37,25.95,True,156,48.44
CUS-007158,TikTok,1.11,94.24,False,47,0.0
CUS-007159,TikTok,6.09,83.42,True,220,185.38
CUS-007160,Google Search,18.97,99.4,True,7,103.27
CUS-007161,Instagram,5.56,84.51,True,365,255.88
CUS-007162,TikTok,1.67,51.0,False,241,0.0
CUS-007163,Instagram,9.42,46.56,True,60,62.08
CUS-007164,Instagram,5.44,59.97,False,7,0.0
CUS-007165,TikTok,4.7,21.27,True,33,25.17
CUS-007166,TikTok,3.14,29.28,False,1098,0.0
CUS-007167,Instagram,2.58,46.92,True,63,63.34
CUS-007168,TikTok,6.95,60.5,False,155,0.0
CUS-007169,Google Search,10.63,90.17,True,252,216.41
CUS-007170,Google Search,23.29,145.93,True,113,237.54
CUS-007171,TikTok,0.91,31.68,False,123,0.0
CUS-007172,TikTok,3.18,10.45,False,13,0.0
CUS-007173,Google Search,10.53,102.74,True,19,113.58
CUS-007174,TikTok,4.08,78.43,False,143,0.0
CUS-007175,Google Search,10.72,72.89,False,107,0.0
CUS-007176,Instagram,3.1,55.36,False,1,0.0
CUS-007177,Google Search,7.8,86.0,True,67,118.01
CUS-007178,Instagram,5.18,62.49,True,179,124.63
CUS-007179,Google Search,9.33,70.65,False,88,0.0
CUS-007180,TikTok,1.09,90.61,False,162,0.0
CUS-007181,Google Search,17.21,120.69,True,235,278.26
CUS-007182,Google Search,27.38,76.6,False,156,0.0
CUS-007183,Google Search,5.03,148.9,True,252,357.36
CUS-007184,Instagram,12.07,52.14,False,321,0.0
CUS-007185,TikTok,6.48,10.3,False,252,0.0
CUS-007186,Google Search,14.55,63.63,False,56,0.0
CUS-007187,Instagram,1.55,64.01,True,36,76.81
CUS-007188,Google Search,19.21,46.02,False,64,0.0
CUS-007189,TikTok,1.45,42.71,True,88,63.59
CUS-007190,Instagram,6.83,16.58,False,53,0.0
CUS-007191,Instagram,10.49,109.77,True,145,198.2
CUS-007192,Google Search,5.08,71.85,True,147,130.53
CUS-007193,Google Search,25.57,130.34,False,182,0.0
CUS-007194,TikTok,1.48,28.01,True,190,57.58
CUS-007195,TikTok,4.19,75.61,False,207,0.0
CUS-007196,Google Search,9.84,30.21,True,94,45.99
CUS-007197,Instagram,10.73,48.96,False,214,0.0
CUS-007198,Instagram,2.52,46.8,False,50,0.0
CUS-007199,TikTok,2.26,45.43,True,166,87.33
CUS-007200,Instagram,4.73,60.26,True,51,77.33
CUS-007201,Instagram,2.81,61.32,True,34,72.9
CUS-007202,Instagram,1.29,89.5,False,314,0.0
CUS-007203,Google Search,24.52,62.77,True,171,122.4
CUS-007204,TikTok,5.93,55.99,True,243,131.58
CUS-007205,TikTok,3.28,77.97,True,3,79.27
CUS-007206,Google Search,9.14,102.45,True,252,245.88
CUS-007207,Instagram,6.47,123.31,False,49,0.0
CUS-007208,Instagram,,120.92,False,63,0.0
CUS-007209,Instagram,1.31,96.68,True,55,126.22
CUS-007210,Google Search,10.09,162.44,True,46,203.95
CUS-007211,TikTok,4.52,46.35,True,412,152.44
CUS-007212,TikTok,0.9,86.04,True,6,88.91
CUS-007213,Google Search,14.55,106.89,True,219,236.94
CUS-007214,Google Search,9.53,85.52,False,26,0.0
CUS-007215,Instagram,3.14,65.84,False,712,0.0
CUS-007216,Instagram,1.59,66.16,True,18,72.78
CUS-007217,Instagram,5.97,59.71,True,2,60.37
CUS-007218,Google Search,26.83,80.57,True,76,114.59
CUS-007219,Google Search,8.54,80.24,True,170,156.02
CUS-007220,Google Search,3.5,73.17,False,30,0.0
CUS-007221,Instagram,10.86,10.34,False,91,0.0
CUS-007222,Google Search,3.79,18.09,True,250,43.22
CUS-007223,Instagram,3.97,,False,25,0.0
CUS-007224,Instagram,2.68,5.0,True,35,5.97
CUS-007225,Google Search,11.92,99.63,False,3,0.0
CUS-007226,Instagram,1.58,82.8,False,61,0.0
CUS-007227,Google Search,21.83,177.0,True,282,454.3
CUS-007228,Instagram,9.2,55.63,False,7,0.0
CUS-007229,TikTok,1.25,66.81,True,200,141.04
CUS-007230,TikTok,6.2,64.85,True,497,243.91
CUS-007231,Instagram,1.55,117.26,True,42,144.62
CUS-007232,TikTok,2.19,51.11,True,27,58.78
CUS-007233,Instagram,9.31,92.37,True,69,127.78
CUS-007234,Instagram,16.32,48.79,True,167,94.06
CUS-007235,TikTok,0.6,35.79,True,176,70.78
CUS-007236,Google Search,5.47,44.63,True,21,49.84
CUS-007237,TikTok,5.01,20.64,False,305,0.0
CUS-007238,TikTok,1.82,54.93,True,804,300.28
CUS-007239,TikTok,6.58,23.06,False,3,0.0
CUS-007240,TikTok,3.21,65.84,False,26,0.0
CUS-007241,Instagram,4.96,101.81,False,13,0.0
CUS-007242,Instagram,8.99,59.92,False,192,0.0
CUS-007243,TikTok,1.42,42.07,False,170,0.0
CUS-007244,Google Search,3.21,81.44,False,5,0.0
CUS-007245,TikTok,2.73,46.88,True,141,83.6
CUS-007246,Google Search,15.69,104.88,True,149,191.7
CUS-007247,TikTok,2.56,64.34,True,482,236.63
CUS-007248,Instagram,1.97,48.0,True,125,81.33
CUS-007249,Instagram,16.64,43.1,False,148,0.0
CUS-007250,Google Search,21.13,150.89,True,250,360.46
CUS-007251,Google Search,14.05,124.61,False,511,0.0
CUS-007252,TikTok,1.86,63.4,False,130,0.0
CUS-007253,TikTok,3.17,36.25,True,77,51.76
CUS-007254,TikTok,4.72,7.68,True,359,23.0
CUS-007255,TikTok,1.48,41.82,True,28,48.33
CUS-007256,TikTok,7.37,52.08,False,162,0.0
CUS-007257,Instagram,7.55,82.69,False,590,0.0
CUS-007258,Instagram,2.87,74.15,False,87,0.0
CUS-007259,TikTok,4.7,50.92,True,700,248.94
CUS-007260,Instagram,1.98,60.32,True,469,217.49
CUS-007261,TikTok,4.73,39.08,False,1,0.0
CUS-007262,TikTok,2.67,63.03,False,169,0.0
CUS-007263,Google Search,8.68,70.45,True,66,96.28
CUS-007264,Google Search,11.27,97.21,True,98,150.14
CUS-007265,Google Search,11.72,80.04,True,178,159.19
CUS-007266,Instagram,4.1,72.52,True,212,157.93
CUS-007267,Instagram,14.33,19.62,True,82,28.56
CUS-007268,Google Search,19.26,94.01,True,50,120.12
CUS-007269,Google Search,4.45,86.7,True,1,87.18
CUS-007270,TikTok,2.12,38.12,True,43,47.23
CUS-007271,Instagram,10.62,69.56,True,25,79.22
CUS-007272,Google Search,25.61,19.62,True,282,50.36
CUS-007273,TikTok,2.65,78.76,True,15,85.32
CUS-007274,TikTok,1.8,24.65,True,161,46.7
CUS-007275,Google Search,11.46,112.9,True,194,234.58
CUS-007276,Google Search,9.55,72.86,True,241,170.41
CUS-007277,Google Search,6.37,,True,319,
CUS-007278,Google Search,17.53,78.6,True,102,123.14
CUS-007279,Instagram,8.81,101.33,True,346,296.11
CUS-007280,Instagram,2.8,93.05,True,240,217.12
CUS-007281,Google Search,23.41,167.86,True,318,464.41
CUS-007282,Instagram,7.68,126.06,False,831,0.0
CUS-007283,Instagram,3.07,45.03,True,258,109.57
CUS-007284,Instagram,6.52,75.02,True,224,168.38
CUS-007285,Instagram,3.33,39.7,False,85,0.0
CUS-007286,TikTok,3.57,28.35,False,65,0.0
CUS-007287,Google Search,13.51,103.63,False,460,0.0
CUS-007288,Google Search,11.06,88.56,True,208,190.9
CUS-007289,Instagram,3.13,86.92,True,105,137.62
CUS-007290,Google Search,15.22,92.36,True,24,104.67
CUS-007291,Instagram,6.33,74.42,False,298,0.0
CUS-007292,Instagram,11.67,72.05,False,59,0.0
CUS-007293,Instagram,16.49,100.46,False,84,0.0
CUS-007294,TikTok,7.14,43.71,True,55,57.07
CUS-007295,Google Search,13.26,54.78,False,10,0.0
CUS-007296,TikTok,3.44,,True,222,
CUS-007297,Instagram,5.19,61.3,True,322,170.96
CUS-007298,TikTok,1.53,59.93,False,703,0.0
CUS-007299,Google Search,5.91,96.47,False,66,0.0
CUS-007300,TikTok,1.0,79.77,False,74,0.0
CUS-007301,TikTok,,112.06,False,416,0.0
CUS-007302,TikTok,2.74,68.21,False,154,0.0
CUS-007303,Google Search,6.07,101.03,False,46,0.0
CUS-007304,Google Search,14.58,24.25,True,116,39.88
CUS-007305,Instagram,6.03,123.41,True,242,289.33
CUS-007306,Google Search,10.53,72.86,True,98,112.53
CUS-007307,Google Search,5.04,91.0,True,336,260.87
CUS-007308,TikTok,2.64,5.0,True,169,9.69
CUS-007309,TikTok,1.66,26.35,True,176,52.11
CUS-007310,Google Search,,37.12,True,87,55.06
CUS-007311,TikTok,3.47,35.39,False,204,0.0
CUS-007312,Instagram,10.9,44.8,True,103,70.44
CUS-007313,TikTok,2.67,,True,150,
CUS-007314,Google Search,3.49,87.92,True,925,539.73
CUS-007315,TikTok,7.97,40.92,False,196,0.0
CUS-007316,TikTok,3.15,34.98,False,139,0.0
CUS-007317,Google Search,15.13,78.09,True,79,112.36
CUS-007318,TikTok,4.53,66.3,True,77,94.66
CUS-007319,Instagram,1.72,,True,726,
CUS-007320,Google Search,13.63,120.27,True,410,394.22
CUS-007321,Google Search,,81.49,False,6,0.0
CUS-007322,TikTok,5.54,57.03,False,82,0.0
CUS-007323,Instagram,2.03,94.15,True,483,346.79
CUS-007324,Instagram,10.76,80.6,True,361,242.25
CUS-007325,Instagram,4.17,53.29,True,155,99.18
CUS-007326,Instagram,10.72,88.51,True,47,111.62
CUS-007327,Instagram,1.82,135.69,True,135,237.46
CUS-007328,Google Search,14.45,90.76,True,454,319.68
CUS-007329,Google Search,14.0,65.98,True,116,108.5
CUS-007330,Google Search,12.59,94.18,True,0,94.18
CUS-007331,TikTok,4.1,49.66,False,102,0.0
CUS-007332,Google Search,5.54,111.39,False,135,0.0
CUS-007333,TikTok,3.15,12.81,True,32,15.09
CUS-007334,TikTok,1.4,56.53,False,280,0.0
CUS-007335,Google Search,8.38,97.86,True,228,221.82
CUS-007336,Google Search,9.9,57.2,True,705,281.23
CUS-007337,Instagram,2.61,80.6,True,66,110.15
CUS-007338,Google Search,19.27,63.87,False,37,0.0
CUS-007339,TikTok,5.53,92.8,False,605,0.0
CUS-007340,TikTok,3.98,61.19,False,42,0.0
CUS-007341,Instagram,14.49,68.52,False,175,0.0
CUS-007342,TikTok,1.52,57.05,False,77,0.0
CUS-007343,Google Search,28.6,79.97,True,44,99.52
CUS-007344,TikTok,1.34,95.81,True,25,109.12
CUS-007345,Instagram,7.42,63.11,True,219,139.89
CUS-007346,Instagram,15.44,67.49,False,1,0.0
CUS-007347,Instagram,2.77,94.42,True,520,367.19
CUS-007348,TikTok,4.05,12.53,False,60,0.0
CUS-007349,Instagram,12.48,90.52,False,143,0.0
CUS-007350,Google Search,6.54,100.91,False,475,0.0
CUS-007351,Instagram,,20.74,False,9,0.0
CUS-007352,TikTok,8.17,41.8,True,94,63.63
CUS-007353,Google Search,7.67,102.82,True,121,171.94
CUS-007354,Google Search,16.39,73.56,False,227,0.0
CUS-007355,Google Search,8.8,110.3,True,151,202.83
CUS-007356,Instagram,2.13,128.72,False,222,0.0
CUS-007357,TikTok,3.37,42.52,True,126,72.28
CUS-007358,Instagram,5.02,68.59,True,401,221.39
CUS-007359,TikTok,4.27,5.0,True,72,7.0
CUS-007360,Instagram,4.56,74.88,False,1,0.0
CUS-007361,Google Search,2.75,81.98,True,217,180.81
CUS-007362,Google Search,9.68,111.63,True,405,362.8
CUS-007363,Google Search,17.84,126.18,True,21,140.9
CUS-007364,TikTok,1.27,83.56,True,42,103.06
CUS-007365,Instagram,7.89,96.43,False,347,0.0
CUS-007366,TikTok,1.94,34.86,True,385,109.42
CUS-007367,TikTok,1.42,72.36,True,234,166.43
CUS-007368,TikTok,2.17,37.57,False,379,0.0
CUS-007369,Google Search,13.21,106.26,False,176,0.0
CUS-007370,Google Search,25.17,62.57,True,352,184.93
CUS-007371,TikTok,4.99,19.91,False,224,0.0
CUS-007372,Instagram,7.24,51.25,True,186,104.21
CUS-007373,TikTok,2.53,49.33,False,13,0.0
CUS-007374,Instagram,6.87,35.94,False,123,0.0
CUS-007375,TikTok,3.49,38.34,False,24,0.0
CUS-007376,Google Search,29.28,60.77,False,220,0.0
CUS-007377,Instagram,11.02,93.27,False,261,0.0
CUS-007378,Instagram,8.87,101.11,False,56,0.0
CUS-007379,TikTok,1.88,81.12,False,97,0.0
CUS-007380,Google Search,5.59,158.81,True,85,233.8
CUS-007381,Google Search,18.26,125.68,True,219,278.59
CUS-007382,TikTok,1.95,26.25,False,53,0.0
CUS-007383,Google Search,14.86,32.71,True,383,102.31
CUS-007384,TikTok,5.57,75.55,True,381,235.46
CUS-007385,Google Search,28.95,73.05,False,65,0.0
CUS-007386,TikTok,1.59,36.37,False,2,0.0
CUS-007387,Instagram,13.01,98.01,False,73,0.0
CUS-007388,Instagram,5.53,62.17,False,136,0.0
CUS-007389,Google Search,22.19,69.53,True,284,179.23
CUS-007390,Google Search,5.06,93.92,True,138,165.93
CUS-007391,Instagram,6.59,47.65,False,0,0.0
CUS-007392,TikTok,5.39,33.44,True,25,38.08
CUS-007393,TikTok,4.81,82.52,True,173,161.83
CUS-007394,Google Search,8.44,54.97,True,273,138.34
CUS-007395,TikTok,,34.89,False,195,0.0
CUS-007396,TikTok,3.49,62.12,False,114,0.0
CUS-007397,Instagram,10.4,68.45,True,87,101.53
CUS-007398,Google Search,4.4,94.23,True,124,159.14
CUS-007399,Instagram,6.24,91.67,False,1,0.0
CUS-007400,Instagram,7.66,93.19,False,231,0.0
CUS-007401,TikTok,3.82,33.6,False,75,0.0
CUS-007402,Instagram,8.56,55.82,True,114,91.17
CUS-007403,Google Search,25.76,80.56,True,92,121.74
CUS-007404,Instagram,3.43,82.66,True,13,88.63
CUS-007405,Instagram,2.5,87.46,True,235,201.64
CUS-007406,Instagram,8.78,82.93,False,87,0.0
CUS-007407,Google Search,9.35,75.53,False,307,0.0
CUS-007408,Instagram,1.82,82.11,False,130,0.0
CUS-007409,Google Search,6.13,108.39,True,142,193.9
CUS-007410,Google Search,18.78,133.19,True,237,308.56
CUS-007411,TikTok,1.72,81.0,True,34,96.3
CUS-007412,Google Search,3.39,84.79,True,145,153.09
CUS-007413,Instagram,8.55,94.6,True,39,115.1
CUS-007414,Google Search,22.25,104.22,False,251,0.0
CUS-007415,TikTok,1.2,54.37,False,206,0.0
CUS-007416,Instagram,2.15,57.29,False,1387,0.0
CUS-007417,Google Search,21.93,100.75,False,347,0.0
CUS-007418,Google Search,16.54,99.23,False,118,0.0
CUS-007419,TikTok,2.15,88.29,True,341,255.55
CUS-007420,Instagram,2.68,72.67,True,128,124.35
CUS-007421,Google Search,10.4,127.23,False,403,0.0
CUS-007422,Instagram,6.59,77.52,True,13,83.12
CUS-007423,Instagram,4.92,74.99,True,284,193.31
CUS-007424,Google Search,18.39,79.05,False,369,0.0
CUS-007425,TikTok,6.1,48.38,True,31,56.71
CUS-007426,Google Search,17.17,112.09,True,71,156.3
CUS-007427,TikTok,6.12,70.63,False,185,0.0
CUS-007428,Instagram,10.26,59.62,True,189,122.22
CUS-007429,Instagram,4.78,109.8,False,492,0.0
CUS-007430,Google Search,24.87,100.21,False,33,0.0
CUS-007431,TikTok,2.21,64.54,True,152,119.04
CUS-007432,Google Search,19.77,154.38,False,206,0.0
CUS-007433,Google Search,24.24,99.03,True,76,140.84
CUS-007434,TikTok,2.19,68.19,False,277,0.0
CUS-007435,Google Search,5.72,84.41,True,289,219.93
CUS-007436,TikTok,4.51,55.24,False,50,0.0
CUS-007437,Google Search,4.04,67.62,True,86,99.93
CUS-007438,TikTok,0.48,26.24,True,32,30.9
CUS-007439,Instagram,8.77,99.88,True,8,104.32
CUS-007440,TikTok,5.81,28.89,True,946,180.72
CUS-007441,Instagram,6.19,65.44,True,55,85.44
CUS-007442,Google Search,10.16,107.06,False,211,0.0
CUS-007443,Instagram,8.89,87.35,True,689,421.71
CUS-007444,Instagram,2.0,78.25,True,206,167.8
CUS-007445,Instagram,8.32,51.7,True,13,55.43
CUS-007446,Google Search,14.47,82.6,True,414,272.58
CUS-007447,Instagram,16.6,54.33,True,158,102.02
CUS-007448,Google Search,8.26,48.74,True,385,152.99
CUS-007449,Google Search,4.54,184.52,False,216,0.0
CUS-007450,TikTok,1.19,21.73,True,36,26.08
CUS-007451,Instagram,6.27,71.35,True,155,132.79
CUS-007452,Google Search,9.42,102.85,True,704,505.11
CUS-007453,TikTok,1.65,44.45,True,65,60.5
CUS-007454,Instagram,2.57,73.83,True,43,91.47
CUS-007455,Google Search,17.69,54.77,True,3,55.68
CUS-007456,Google Search,6.08,77.35,True,530,305.1
CUS-007457,Instagram,1.72,90.06,True,80,130.09
CUS-007458,Google Search,23.01,106.18,False,167,0.0
CUS-007459,Instagram,9.63,79.5,True,100,123.67
CUS-007460,Instagram,5.78,45.93,False,160,0.0
CUS-007461,Google Search,11.22,70.21,False,470,0.0
CUS-007462,Google Search,8.25,108.91,True,11,115.57
CUS-007463,TikTok,2.42,5.0,True,124,8.44
CUS-007464,Google Search,16.57,105.96,False,329,0.0
CUS-007465,Google Search,11.48,160.0,False,424,0.0
CUS-007466,Google Search,12.18,111.57,False,60,0.0
CUS-007467,TikTok,3.01,48.46,False,198,0.0
CUS-007468,Instagram,3.88,58.88,False,188,0.0
CUS-007469,TikTok,1.68,7.51,False,65,0.0
CUS-007470,Instagram,14.21,30.07,False,27,0.0
CUS-007471,TikTok,5.02,38.12,True,164,72.85
CUS-007472,Instagram,6.26,94.09,True,141,167.79
CUS-007473,Instagram,9.49,42.69,True,116,70.2
CUS-007474,Google Search,23.82,91.95,True,14,99.1
CUS-007475,Instagram,9.02,69.97,False,43,0.0
CUS-007476,Instagram,7.55,52.75,True,131,91.14
CUS-007477,Google Search,5.33,56.7,True,390,179.55
CUS-007478,Google Search,7.35,81.87,True,135,143.27
CUS-007479,Instagram,4.81,19.88,False,257,0.0
CUS-007480,TikTok,0.97,70.04,False,219,0.0
CUS-007481,Google Search,9.35,77.58,True,528,305.15
CUS-007482,Instagram,5.3,113.23,True,11,120.15
CUS-007483,Google Search,18.77,144.16,True,364,435.68
CUS-007484,TikTok,1.19,33.82,True,406,110.1
CUS-007485,TikTok,1.98,16.99,False,392,0.0
CUS-007486,Instagram,9.36,94.13,False,257,0.0
CUS-007487,Google Search,2.81,46.69,True,480,171.2
CUS-007488,TikTok,5.09,,True,162,
CUS-007489,Google Search,12.22,60.3,True,186,122.61
CUS-007490,Instagram,6.54,69.46,True,419,231.15
CUS-007491,Google Search,16.13,73.63,False,193,0.0
CUS-007492,Google Search,27.62,39.18,True,374,120.59
CUS-007493,Instagram,2.94,77.77,True,73,109.31
CUS-007494,Google Search,5.61,121.84,True,588,519.85
CUS-007495,Google Search,25.5,130.03,True,44,161.82
